key,category,zh-CN,note
action.combat-settings.auto-pills.condition.dialog-title,行动,条件设置,
action.combat-settings.auto-pills.condition.empty,行动,还没有设置任何触发条件。,
action.combat-settings.auto-pills.condition.no-item,行动,当前槽位还没有选择药品，无法设置条件。,
action.combat-settings.auto-pills.condition.none,行动,未设置条件，不会自动使用。,
action.combat-settings.auto-pills.condition.op.gt,行动,高于,
action.combat-settings.auto-pills.condition.op.lt,行动,低于,
action.combat-settings.auto-pills.condition.remove,行动,移除,
action.combat-settings.auto-pills.condition.resource-ratio,行动,当前{resource}{op} {thresholdPct}%,
action.combat-settings.auto-pills.condition.resource.hp,行动,血量,
action.combat-settings.auto-pills.condition.resource.qi,行动,灵力,
action.combat-settings.auto-pills.condition.title,行动,触发条件,
action.combat-settings.auto-pills.copy,行动,点槽位会在上面弹出独立药品选择小窗，点槽位下方“条件”会弹出独立条件设置小窗。改动会与目标选择一起在“应用”时提交。,
action.combat-settings.auto-pills.effect.buff-fallback,行动,增益,
action.combat-settings.auto-pills.effect.buffs,行动,附带 {buffs},
action.combat-settings.auto-pills.effect.fallback,行动,效果以物品真源配置为准。,
action.combat-settings.auto-pills.effect.heal-amount,行动,恢复气血 {value},
action.combat-settings.auto-pills.effect.heal-percent,行动,恢复生命 {value}%,
action.combat-settings.auto-pills.effect.qi-percent,行动,恢复灵力 {value}%,
action.combat-settings.auto-pills.picker.clear-slot,行动,清空槽位,
action.combat-settings.auto-pills.picker.copy,行动,悬停可查看和背包一致的物品详情，点击后直接放入当前槽位。,
action.combat-settings.auto-pills.picker.empty,行动,当前没有可选的自动服用丹药。,
action.combat-settings.auto-pills.picker.title,行动,选择药品,
action.combat-settings.auto-pills.slot.conditions,行动,条件,
action.combat-settings.auto-pills.slot.current,行动,当前槽位,
action.combat-settings.auto-pills.slot.empty,行动,空槽,
action.combat-settings.auto-pills.slot.unset,行动,未设置药品,
action.combat-settings.auto-pills.title,行动,自动丹药槽,
action.combat-settings.confirm-discard,行动,战斗设置里有未应用的改动，关闭后会丢失这些改动。确定关闭吗？,
action.combat-settings.hero.copy,行动,战斗补给与目标判定统一管理。所有改动点击”应用”后生效。,
action.combat-settings.hero.title,行动,战备,
action.combat-settings.pill.missing-inventory-desc,行动,这是已选中的自动丹药条目，背包里暂时没有同名物品，仍保留原配置用于预览。,
action.combat-settings.pill.tooltip.condition,行动,自动条件：{summary},
action.combat-settings.subtitle,行动,备丹 {pillCount}种 · {tabLabel},
action.combat-settings.tab.auto-pills,行动,备丹,
action.combat-settings.tab.targeting,行动,目标选择,
action.combat-settings.targeting.badge,行动,应用后生效,
action.combat-settings.targeting.copy,行动,设定敌方与友方判定。伤害默认对敌，治疗默认对友。队伍与宗门关系后续开放。,
action.combat-settings.targeting.friendly.all-players.label,行动,所有修士,
action.combat-settings.targeting.friendly.all-players.summary,行动,把所有修士都纳入友方目标。,
action.combat-settings.targeting.friendly.copy,行动,勾选后，这些单位会被你视为友方目标，可多选组合。,
action.combat-settings.targeting.friendly.non-hostile-players.label,行动,非敌修士,
action.combat-settings.targeting.friendly.non-hostile-players.summary,行动,把当前不属于敌对范围的修士视为友方目标。,
action.combat-settings.targeting.friendly.party.label,行动,同行者,
action.combat-settings.targeting.friendly.party.summary,行动,预留给队伍、同行等协作关系的敌友识别。,
action.combat-settings.targeting.friendly.retaliators.label,行动,仇敌,
action.combat-settings.targeting.friendly.retaliators.summary,行动,把主动攻击过你的玩家也纳入友方目标。,
action.combat-settings.targeting.friendly.sect.label,行动,同门,
action.combat-settings.targeting.friendly.sect.summary,行动,预留给宗门、阵营等长期关系的敌友识别。,
action.combat-settings.targeting.friendly.title,行动,友方判定,
action.combat-settings.targeting.hostile.copy,行动,勾选后，这些单位会被你视为敌方目标，可多选组合。,
action.combat-settings.targeting.hostile.demonized-players.label,行动,入魔者,
action.combat-settings.targeting.hostile.demonized-players.summary,行动,把煞气入体超过 20 层的入魔者纳入敌方目标。,
action.combat-settings.targeting.hostile.monster.label,行动,妖兽,
action.combat-settings.targeting.hostile.monster.summary,行动,把妖兽视为敌方目标。,
action.combat-settings.targeting.hostile.party.label,行动,同行者,
action.combat-settings.targeting.hostile.party.summary,行动,预留给队伍、同行等协作关系的敌友识别。,
action.combat-settings.targeting.hostile.retaliators.label,行动,仇敌,
action.combat-settings.targeting.hostile.retaliators.summary,行动,把主动攻击过你的玩家纳入敌方目标。,
action.combat-settings.targeting.hostile.sect.label,行动,同门,
action.combat-settings.targeting.hostile.sect.summary,行动,预留给宗门、阵营等长期关系的敌友识别。,
action.combat-settings.targeting.hostile.terrain.label,行动,地形,
action.combat-settings.targeting.hostile.terrain.summary,行动,把墙体、山崖、容器等场景地形纳入敌方目标。,
action.combat-settings.targeting.hostile.title,行动,敌对判定,
action.combat-settings.targeting.title,行动,目标判定,
action.combat-settings.targeting.unavailable,行动,未开放,
action.combat-settings.title,行动,战斗设置,
action.combat-settings.toggle-aoe,行动,全体攻击,
action.cooldown,行动,冷却 {ticks} 息,
action.cooldown.left,行动,冷却 {ticks} 息,
action.empty.current-group,行动,当前分组暂无内容,
action.empty.no-actions,行动,暂无可用行动,
action.range,行动,射程 {range},
action.sect.fallback.current-leader,行动,当前宗主,缺失 key 自动补齐
action.sect.fallback.unknown-applicant,行动,未知申请人,缺失 key 自动补齐
action.sect.fallback.unknown-member,行动,未知成员,缺失 key 自动补齐
action.sect.manage.action.dissolve,行动,解散宗门,
action.sect.manage.action.inject-aura,行动,灌注灵力,
action.sect.manage.action.leave,行动,离开宗门,
action.sect.manage.action.update-role,行动,修改职位,
action.sect.manage.aria,行动,宗门管理,
action.sect.manage.confirm.dissolve,行动,确认解散宗门？该操作会移除所有成员关系。,
action.sect.manage.confirm.leave,行动,确认离开宗门？离开后需要重新递交拜帖并通过审批才能入宗。,
action.sect.manage.domain.copy,行动,宗门地图初始为 3x3 空地，边界石头被挖穿后只沿对应方向继续显化；石头耐久按距核心圈层翻倍，核心周围自带固脉。,
action.sect.manage.domain.region,行动,显化地域 {region},
action.sect.manage.domain.title,行动,宗门地脉,
action.sect.manage.fallback.domain,行动,未知,
action.sect.manage.fallback.guardian-aura,行动,0,
action.sect.manage.fallback.guardian-status,行动,未知,
action.sect.manage.fallback.leader,行动,当前宗主,
action.sect.manage.fallback.mark,行动,宗,
action.sect.manage.fallback.name,行动,本宗,
action.sect.manage.fallback.realm,行动,未知境界,
action.sect.manage.guardian.aura,行动,当前灵力 {aura},
action.sect.manage.guardian.copy,行动,持续性阵法不通过地图阵眼上的两个快捷按钮维护；注入时按灵石数量自动计算灵力消耗和阵法灵力补充，阵眼受损后大阵会停摆但不会从宗门真源中消失。,
action.sect.manage.guardian.core,行动,阵眼位于宗门核心,
action.sect.manage.guardian.cost,行动,灵力消耗,
action.sect.manage.guardian.guard,行动,护持山门,
action.sect.manage.guardian.inject-stones,行动,灵石注入,
action.sect.manage.guardian.inject-stones-short,行动,投入灵石,
action.sect.manage.guardian.no-permission,行动,无权,
action.sect.manage.guardian.status,行动,状态 {status},
action.sect.manage.guardian.title,行动,护宗大阵,
action.sect.manage.guardian.toggle,行动,启闭大阵,
action.sect.manage.manage.application-type,行动,拜帖,
action.sect.manage.manage.applications-empty,行动,暂无待审批拜帖。,
action.sect.manage.manage.approve,行动,准入,
action.sect.manage.manage.column.actions,行动,操作,
action.sect.manage.manage.column.applicant,行动,申请人,
action.sect.manage.manage.column.time,行动,递交时间,
action.sect.manage.manage.column.type,行动,类型,
action.sect.manage.manage.dissolve-title,行动,宗门解散,
action.sect.manage.manage.go-guardian,行动,前往大阵,
action.sect.manage.manage.guardian-title,行动,护宗大阵,
action.sect.manage.manage.leave-title,行动,离开宗门,
action.sect.manage.manage.pending,行动,待审批,
action.sect.manage.manage.reject,行动,退回,
action.sect.manage.manage.review-title,行动,入宗审批,
action.sect.manage.manage.title,行动,宗门事务,
action.sect.manage.manage.transfer-empty,行动,暂无可转让成员。,
action.sect.manage.manage.transfer-title,行动,宗门转让,
action.sect.manage.manage.transfer-to,行动,转让给 {name},
action.sect.manage.member.remove,行动,移除,
action.sect.manage.member.self-role,行动,当前角色,
action.sect.manage.members.column.contrib,行动,贡献,
action.sect.manage.members.column.member,行动,成员,
action.sect.manage.members.column.realm,行动,境界,
action.sect.manage.members.column.role,行动,职位,
action.sect.manage.members.column.status,行动,状态,
action.sect.manage.members.column.week-contrib,行动,周贡献,
action.sect.manage.members.empty,行动,暂无更多成员。,
action.sect.manage.members.title,行动,宗门成员,
action.sect.manage.notice,行动,{name} 已开宗立派。,
action.sect.manage.overview.actions.domain,行动,宗门地脉,
action.sect.manage.overview.actions.guardian,行动,护宗大阵,
action.sect.manage.overview.actions.members,行动,成员名册,
action.sect.manage.overview.actions.roles,行动,职位权限,
action.sect.manage.overview.leader,行动,宗主 {leaderName},
action.sect.manage.overview.level,行动,Lv.1,
action.sect.manage.overview.manage,行动,管理事务,
action.sect.manage.overview.mark,行动,印记 {mark},
action.sect.manage.overview.members,行动,成员 {memberCount},
action.sect.manage.role.assignable,行动,可任命,
action.sect.manage.role.unassignable,行动,不可任命,
action.sect.manage.roles.copy,行动,只有宗主可以编辑职位权限；太上长老暂时无法任命。,
action.sect.manage.roles.title,行动,宗门职位,
action.sect.manage.sidebar.aria,行动,宗门管理页签,
action.sect.manage.sidebar.title,行动,管理,
action.sect.manage.stat.domain,行动,显化地域,
action.sect.manage.stat.leader,行动,宗主,
action.sect.manage.stat.mark,行动,宗门印记,
action.sect.manage.stat.members,行动,宗门成员,
action.sect.manage.subtitle,行动,{name} · 印记 {mark},
action.sect.manage.summary.bound,行动,宗门已绑定,
action.sect.manage.summary.domain,行动,地域 {domain},
action.sect.manage.summary.mark,行动,印记 {mark},
action.sect.manage.summary.sect-id,行动,宗门 {sectId},
action.sect.manage.tab.domain,行动,宗门地脉,
action.sect.manage.tab.guardian,行动,宗门大阵,
action.sect.manage.tab.manage,行动,宗门事务,
action.sect.manage.tab.members,行动,宗门成员,
action.sect.manage.tab.overview,行动,基础信息,
action.sect.manage.tab.roles,行动,宗门职位,
action.sect.manage.title,行动,宗门管理,
action.sect.permission.guardian,行动,护法权限,缺失 key 自动补齐
action.sect.permission.member-remove,行动,移除成员,缺失 key 自动补齐
action.sect.permission.member-role,行动,调整职位,缺失 key 自动补齐
action.sect.role.deputy,行动,副宗主,缺失 key 自动补齐
action.sect.role.elder,行动,长老,缺失 key 自动补齐
action.sect.role.inner,行动,内门弟子,缺失 key 自动补齐
action.sect.role.labor,行动,杂役,缺失 key 自动补齐
action.sect.role.leader,行动,宗主,缺失 key 自动补齐
action.sect.role.outer,行动,外门弟子,缺失 key 自动补齐
action.sect.role.supreme-elder,行动,太上长老,缺失 key 自动补齐
action.sect.status.offline,行动,离线,缺失 key 自动补齐
action.sect.status.online,行动,在线,缺失 key 自动补齐
action.section.toggle,行动,开关,
action.section.utility,行动,行动,
action.shortcut.badge,行动,键 {key},
action.shortcut.bind,行动,绑定键,
action.shortcut.binding,行动,按键中,
action.shortcut.meta,行动,· 快捷键 {key},
action.shortcut.rebind,行动,改键 {key},
action.skill-affinity.utility.label,行动,辅助,
action.skill-affinity.utility.title,行动,辅助型技能,
action.skill-preset.action.apply-selected,行动,套用选中,缺失 key 自动补齐
action.skill-preset.action.clear-input,行动,清空输入,缺失 key 自动补齐
action.skill-preset.action.copy-selected,行动,复制选中,缺失 key 自动补齐
action.skill-preset.action.delete-selected,行动,删除选中,缺失 key 自动补齐
action.skill-preset.action.export-all,行动,导出全部,缺失 key 自动补齐
action.skill-preset.action.export-selected,行动,导出选中,缺失 key 自动补齐
action.skill-preset.action.import-local,行动,导入到本地,缺失 key 自动补齐
action.skill-preset.action.overwrite-selected,行动,覆盖选中,缺失 key 自动补齐
action.skill-preset.action.read-file,行动,读取文件,缺失 key 自动补齐
action.skill-preset.action.save-current,行动,保存当前,缺失 key 自动补齐
action.skill-preset.compatibility.none,行动,暂无兼容问题,缺失 key 自动补齐
action.skill-preset.confirm.delete,行动,确定删除技能方案「{name}」吗？,缺失 key 自动补齐
action.skill-preset.default-base-name,行动,技能方案,缺失 key 自动补齐
action.skill-preset.default-datetime-name,行动,技能方案 {month}-{day} {hour}:{minute},缺失 key 自动补齐
action.skill-preset.default-indexed-name,行动,技能方案 {index},缺失 key 自动补齐
action.skill-preset.enabled-summary,行动,已启用 {slotSummary},缺失 key 自动补齐
action.skill-preset.export.list-copy,行动,可导出单个方案或整个本地列表,缺失 key 自动补齐
action.skill-preset.export.selected-copy,行动,导出内容只包含技能 id 顺序和自动/手动标记,缺失 key 自动补齐
action.skill-preset.import.copy,行动,支持导入键值文本，也兼容之前的 JSON 分享数据。若名称重复，会自动在本地追加编号。,缺失 key 自动补齐
action.skill-preset.import.placeholder,行动,"粘贴技能方案文本，例如：
v=3
p=日常刷图
s=fireball,1
s=guard,0",缺失 key 自动补齐
action.skill-preset.import.rule,行动,支持键值文本和旧 JSON；名称重复时会自动追加编号。,缺失 key 自动补齐
action.skill-preset.import.summary,行动,当前文本约 {lines} 行 / {bytes} 字节，导入后会保存在当前浏览器。,缺失 key 自动补齐
action.skill-preset.import.title,行动,导入数据,缺失 key 自动补齐
action.skill-preset.list.empty-hint,行动,先保存一份当前技能方案，再进行导出或分享。,缺失 key 自动补齐
action.skill-preset.list.empty-meta,行动,当前还没有保存任何方案,缺失 key 自动补齐
action.skill-preset.list.sorted-copy,行动,列表从上到下按最近保存排序,缺失 key 自动补齐
action.skill-preset.list.title,行动,本地方案列表,缺失 key 自动补齐
action.skill-preset.name.duplicate-resolved,行动,名称重复，将保存为：{name},缺失 key 自动补齐
action.skill-preset.name.empty-after-trim,行动,当前输入在清理空白后为空，请换一个方案名。,缺失 key 自动补齐
action.skill-preset.name.placeholder,行动,输入方案名,缺失 key 自动补齐
action.skill-preset.name.rule,行动,最多 {max} 个字符；只记录当前已启用技能的顺序，以及它们是自动还是手动。,缺失 key 自动补齐
action.skill-preset.name.will-save,行动,将保存为：{name},缺失 key 自动补齐
action.skill-preset.save-layout.copy,行动,只记录当前已启用技能的顺序，以及它们是自动还是手动。未写进方案的技能会视为禁用，只保存在当前浏览器。导入时会自动忽略不存在的技能，并把你当前多出来的技能保留在禁用区。,缺失 key 自动补齐
action.skill-preset.save-layout.title,行动,保存当前技能布局,缺失 key 自动补齐
action.skill-preset.selected.empty,行动,还没有选中任何技能方案。,缺失 key 自动补齐
action.skill-preset.selected.none,行动,未选择方案,缺失 key 自动补齐
action.skill-preset.selected.title,行动,选中方案,缺失 key 自动补齐
action.skill-preset.status.applied,行动,已套用技能方案「{name}」。缺失或多出的技能已按当前列表兼容处理。,缺失 key 自动补齐
action.skill-preset.status.clipboard-unsupported,行动,当前浏览器不支持直接复制，请改用导出文件。,缺失 key 自动补齐
action.skill-preset.status.copied,行动,已复制技能方案「{name}」。,缺失 key 自动补齐
action.skill-preset.status.copy-failed,行动,复制失败，请改用导出文件。,缺失 key 自动补齐
action.skill-preset.status.deleted,行动,已删除技能方案「{name}」。,缺失 key 自动补齐
action.skill-preset.status.exported,行动,已导出技能方案「{name}」。,缺失 key 自动补齐
action.skill-preset.status.exported-all,行动,已导出全部 {count} 个技能方案。,缺失 key 自动补齐
action.skill-preset.status.file-read,行动,已读取技能方案文件「{fileName}」。,缺失 key 自动补齐
action.skill-preset.status.file-read-failed,行动,读取技能方案文件失败，请改用复制粘贴导入。,缺失 key 自动补齐
action.skill-preset.status.import-empty,行动,请先粘贴要导入的技能方案数据。,缺失 key 自动补齐
action.skill-preset.status.import-invalid,行动,技能方案数据格式无效，请检查键值文本后重试。,缺失 key 自动补齐
action.skill-preset.status.import-no-valid,行动,导入数据里没有找到可用的技能方案。,缺失 key 自动补齐
action.skill-preset.status.imported,行动,已导入 {count} 个技能方案。,缺失 key 自动补齐
action.skill-preset.status.name-required,行动,请先输入方案名。,缺失 key 自动补齐
action.skill-preset.status.no-savable-skills,行动,当前没有可保存的技能。,缺失 key 自动补齐
action.skill-preset.status.overwritten,行动,已覆盖技能方案「{name}」。,缺失 key 自动补齐
action.skill-preset.status.saved,行动,已保存技能方案「{name}」。,缺失 key 自动补齐
action.skill-preset.status.select-first,行动,请先选择一个技能方案。,缺失 key 自动补齐
action.skill-preset.subtitle,行动,已保存 {presetCount} 个方案，当前可记录 {skillCount} 个技能,缺失 key 自动补齐
action.skill-preset.summary.compatibility,行动,匹配 {matched}/{total} 个技能，当前另有 {currentOnly} 个技能不在方案内,缺失 key 自动补齐
action.skill-preset.summary.recorded,行动,记录 {count} 个技能，自动 {auto} 个，手动 {manual} 个,缺失 key 自动补齐
action.skill-preset.title,行动,技能方案,
action.skill.auto-state.disabled,行动,自行已止,
action.skill.auto-state.enabled,行动,自行运转中,
action.skill.auto-toggle.off,行动,自动 关,
action.skill.auto-toggle.on,行动,自动 开,
action.skill.empty.auto,行动,当前没有启用自动战斗的技能,
action.skill.empty.manual,行动,当前没有仅手动触发的技能,
action.skill.hint.auto,行动,自动战斗会按列表从上到下尝试已启用技能，可直接拖拽调整优先级。当前已启用 {slotSummary}。,
action.skill.hint.manual,行动,这里的技能不会参与自动战斗，但仍可手动点击或使用绑定键触发。当前已启用 {slotSummary}。,
action.skill.manage,行动,技能管理,
action.skill.manage.bulk.auto,行动,当前过滤全部自动,
action.skill.manage.bulk.auto-label,行动,切到自动,
action.skill.manage.bulk.disabled,行动,当前过滤全部禁用,
action.skill.manage.bulk.disabled-label,行动,批量禁用,
action.skill.manage.bulk.done,行动,已对当前过滤命中的 {count} 项技能执行“{label}”。,
action.skill.manage.bulk.empty,行动,当前过滤结果里没有可批量调整的技能。,
action.skill.manage.bulk.enabled,行动,当前过滤全部启用,
action.skill.manage.bulk.enabled-label,行动,批量启用,
action.skill.manage.bulk.manual,行动,当前过滤全部手动,
action.skill.manage.bulk.manual-label,行动,切到手动,
action.skill.manage.confirm-discard,行动,技能管理有未应用的改动，关闭后会丢失这些改动。确定关闭吗？,
action.skill.manage.empty.auto,行动,当前过滤下没有自动技能。,
action.skill.manage.empty.disabled,行动,当前过滤下没有禁用技能。,
action.skill.manage.empty.manual,行动,当前过滤下没有手动技能。,
action.skill.manage.empty.with-filter,行动,{base} 可以先清空过滤标签，再继续批量调整。,
action.skill.manage.filter.all,行动,全部技能,
action.skill.manage.filter.aoe,行动,群攻,
action.skill.manage.filter.close,行动,收起过滤,
action.skill.manage.filter.copy,行动,同类标签可同时选中；若某一类开了多个，则按该类任意命中处理。,
action.skill.manage.filter.melee,行动,近战,
action.skill.manage.filter.open,行动,过滤,
action.skill.manage.filter.physical,行动,物理,
action.skill.manage.filter.ranged,行动,远程,
action.skill.manage.filter.single,行动,单体,
action.skill.manage.filter.spell,行动,法术,
action.skill.manage.filter.tags,行动,过滤标签,
action.skill.manage.filter.title,行动,过滤技能,
action.skill.manage.hint.auto,行动,这里显示会参与自动战斗的技能，可继续用过滤条件缩小范围后批量调整。当前已启用 {slotSummary}。,
action.skill.manage.hint.disabled,行动,这里是未启用的技能，重新打开“启用”后，技能会按当前自动状态回到自动或手动列表。当前已启用 {slotSummary}。,
action.skill.manage.hint.drag,行动,自动战斗会按列表从上到下尝试技能，当前可直接拖拽，或用上移、下移调整优先级。当前已启用 {slotSummary}，超过上限会自动禁用末位技能。,
action.skill.manage.hint.manual,行动,这里显示仅手动触发的技能，可通过过滤快速圈定一组技能再批量切换。当前已启用 {slotSummary}。,
action.skill.manage.hint.sorted,行动,当前列表已按选定规则显示；切回“当前顺位”或点顶部“应用”时，会把当前结果写回真实顺位。当前已启用 {slotSummary}。,
action.skill.manage.metric.damage,行动,伤害 {value},
action.skill.manage.metric.damage-unknown,行动,伤害 未知,
action.skill.manage.metric.qi-cost,行动,蓝耗 {value},
action.skill.manage.move-down,行动,下移,
action.skill.manage.move-up,行动,上移,
action.skill.manage.scope.all,行动,过滤 全部 {count} 项,
action.skill.manage.scope.filtered,行动,过滤 {filteredCount}/{totalCount} 项,
action.skill.manage.scope.sort,行动,排序 {sortField},
action.skill.manage.scope.sort-detailed,行动,排序 {sortField} · {sortDirection} · 展示 {visibleCount} 项,
action.skill.manage.skill-enabled.disabled,行动,技能已禁用,
action.skill.manage.skill-enabled.enabled,行动,技能已启用,
action.skill.manage.sort.close,行动,收起排序,
action.skill.manage.sort.copy.custom,行动,当前顺位模式下，自动页签可直接拖拽，或用上移、下移调整优先级。,
action.skill.manage.sort.copy.disabled,行动,禁用页签只提供查看与筛选；重新启用后，技能会按原自动状态回到自动或手动列表。,
action.skill.manage.sort.copy.sorted,行动,当前列表会按选定规则显示；切回“当前顺位”或点顶部“应用”时，会把当前结果写回真实顺位。,
action.skill.manage.sort.direction-title,行动,排序方向,
action.skill.manage.sort.direction.asc,行动,正序,
action.skill.manage.sort.direction.desc,行动,倒序,
action.skill.manage.sort.done,行动,已按“{sortLabel} · {sortDirection}”重写当前顺位。,
action.skill.manage.sort.error.not-enough,行动,当前可见技能不足 2 项，无法应用新的顺位。,
action.skill.manage.sort.error.unsupported,行动,当前页签或排序模式不支持把排序结果写回技能顺位。,
action.skill.manage.sort.field-title,行动,排序字段,
action.skill.manage.sort.field.actual-damage,行动,伤害,缺失 key 自动补齐
action.skill.manage.sort.field.cooldown,行动,冷却,
action.skill.manage.sort.field.custom,行动,当前顺位,
action.skill.manage.sort.field.qi-cost,行动,蓝耗,缺失 key 自动补齐
action.skill.manage.sort.field.range,行动,距离,
action.skill.manage.sort.field.target-count,行动,目标,缺失 key 自动补齐
action.skill.manage.sort.open,行动,排序,
action.skill.manage.sort.title,行动,排序方式,
action.skill.manage.subtitle,行动,已学技能 {skillCount} 项 · 已启用 {slotSummary} · 当前过滤 {filteredCount} 项,
action.skill.manage.summary.auto,行动,自动 {count} 项,
action.skill.manage.summary.disabled,行动,禁用 {count} 项,
action.skill.manage.summary.enabled,行动,已启用 {slotSummary},
action.skill.manage.summary.filtered,行动,当前过滤 {count} 项,
action.skill.manage.summary.manual,行动,手动 {count} 项,
action.skill.manage.tab.disabled,行动,禁用,
action.skill.manage.toggle.auto,行动,自动 {state},
action.skill.manage.toggle.enabled,行动,启用 {state},
action.skill.order,行动,顺位 {order},
action.skill.section-title,行动,技能 · {slotSummary},
action.skill.tab.auto,行动,自动,
action.skill.tab.manual,行动,手动,
action.static.alchemy-open.desc,行动,打开炼丹菜单；未装备丹炉时可以炼制，但不会获得丹炉加成。,
action.static.alchemy-open.name,行动,炼丹,
action.static.allow-aoe-player-hit.desc,行动,控制群体攻击是否会误伤其他玩家。,
action.static.allow-aoe-player-hit.name,行动,全体攻击,
action.static.auto-battle.desc,行动,自动追击附近妖兽并释放技能，可随时切换开关。,
action.static.auto-battle.name,行动,自动战斗,
action.static.auto-idle-cultivation.desc,行动,控制角色闲置一段时间后是否自动开始修炼。,
action.static.auto-idle-cultivation.name,行动,闲置自动修炼,
action.static.auto-retaliate.desc,行动,控制被攻击时是否自动开战。,
action.static.auto-retaliate.name,行动,自动反击,
action.static.auto-switch-cultivation.desc,行动,控制主修功法圆满后是否自动切到下一门未圆满功法。,
action.static.auto-switch-cultivation.name,行动,修满自动切换,
action.static.building-open.desc,行动,打开营造菜单；未装备建造锤时可以建造，但不会获得建造工具加成。,
action.static.building-open.name,行动,营造,
action.static.cultivation-toggle.desc,行动,切换角色修炼状态；没有主修时只推进境界修为。,
action.static.cultivation-toggle.name,行动,当前修炼,
action.static.enhancement-open.desc,行动,打开强化菜单；未装备强化锤时可以强化，但不会获得强化锤加成。,
action.static.enhancement-open.name,行动,强化,
action.static.force-attack.desc,行动,无视自动索敌限制，直接锁定你选中的目标发起攻击。,
action.static.force-attack.name,行动,强制攻击,
action.static.forging-open.desc,行动,打开炼器菜单；未装备炼器工具时可以炼制，但不会获得工具加成。,
action.static.forging-open.name,行动,炼器,
action.static.return-spawn.desc,行动,催动归引灵符，遁返回 云来镇，之后需调息 1800 息。,
action.static.return-spawn.name,行动,遁返,
action.static.sense-qi.desc,行动,切换感气视角，观察地块灵气层次与变化。,
action.static.sense-qi.name,行动,感气视角,
action.static.stationary-battle.desc,行动,控制自动战斗时是否原地输出，还是按射程追击目标。,
action.static.stationary-battle.name,行动,原地战斗,
action.static.wang-qi.desc,行动,借铜罗盘观察房间风水，低于平衡偏红，高于平衡偏绿。,
action.static.wang-qi.name,行动,望气,
action.switch.aoe-player-hit,行动,全体攻击,
action.switch.auto-battle,行动,自动战斗,
action.switch.auto-idle-cultivation,行动,闲置自动修炼,
action.switch.auto-retaliate,行动,自动反击,
action.switch.auto-switch-cultivation,行动,修满自动切换,
action.switch.cultivation-active,行动,当前修炼,
action.switch.sense-qi,行动,感气视角,
action.switch.stationary,行动,原地战斗,
action.tab.dialogue,行动,交互,
action.tab.skill,行动,技能,
action.tab.toggle,行动,开关,
action.tab.utility,行动,行动,
action.targeting-plan.current.title,行动,当前方案,
action.targeting-plan.mode.auto.label,行动,自动,
action.targeting-plan.mode.auto.summary,行动,保持默认判定。,
action.targeting-plan.mode.boss.label,行动,首领,
action.targeting-plan.mode.boss.summary,行动,优先锁定首领目标。,
action.targeting-plan.mode.full-hp.label,行动,满血,
action.targeting-plan.mode.full-hp.summary,行动,优先锁定生命较满的目标。,
action.targeting-plan.mode.low-hp.label,行动,低血,
action.targeting-plan.mode.low-hp.summary,行动,优先锁定生命较低的目标。,
action.targeting-plan.mode.nearest.label,行动,最近,
action.targeting-plan.mode.nearest.summary,行动,优先锁定最近目标。,
action.targeting-plan.mode.player.label,行动,玩家,
action.targeting-plan.mode.player.summary,行动,优先锁定玩家目标。,
action.targeting-plan.subtitle,行动,当前 {label},
action.targeting-plan.switch.copy,行动,点击后立即切换。,
action.targeting-plan.switch.title,行动,方案切换,
action.targeting-plan.title,行动,索敌方案,
action.targeting-plan.title-with-mode,行动,索敌方案 · {mode},
action.utility.loot.desc,行动,选定 1 格内的目标，查看地面物品或搜索容器后拿取。,
action.utility.loot.name,行动,拿取,
action.utility.observe.desc,行动,选定视野范围内任意一格，查看地面、实体与耐久等详细信息。,
action.utility.observe.name,行动,观察,
common.action.cancel,行动,取消,
common.action.close,行动,关闭,
common.action.drag,行动,拖拽,
common.action.enable,行动,开启,
common.action.execute,行动,执行,
common.action.open,行动,打开,
common.modal.click-blank-cancel,行动,点击空白处取消,
common.modal.click-blank-close,行动,点击空白处关闭,
common.state.off,行动,关,
common.state.off-short,行动,闭,
common.state.on,行动,开,
common.state.on-short,行动,启,
common.unit.grid,行动,格,
common.unit.minute,行动,分钟,
suggestion.action.downvote,意见,反对 {count},
suggestion.action.next-page,意见,下一页,
suggestion.action.prev-page,意见,上一页,
suggestion.action.submit,意见,提交意见,
suggestion.action.submit-reply,意见,送出回音,
suggestion.action.upvote,意见,赞同 {count},
suggestion.compose.copy,意见,写清目标、场景与预期结果，便于及时响应。标题建议简短，描述里补充问题背景。,
suggestion.compose.note,意见,提交后会并入天道回音。,
suggestion.compose.title,意见,提交意见,
suggestion.detail.note,意见,回音卷宗,
suggestion.detail.reply-hint.can,意见,天道有回音，可续写。,
suggestion.detail.reply-hint.not-author,意见,仅发起者可在天道回音后续写。,
suggestion.detail.reply-hint.wait-first,意见,尚未得天道回音，先静候。,
suggestion.detail.reply-hint.wait-more,意见,待候天道，再有回音可续。,
suggestion.detail.score,意见,认同: {score},
suggestion.detail.title,意见,意见详情,
suggestion.empty.all,意见,暂无符合条件的意见,
suggestion.empty.detail,意见,请选择一条意见查看详情与回复记录,
suggestion.empty.mine,意见,暂无符合条件的我的意见,
suggestion.entry.latest,意见,最新 {role},
suggestion.entry.replies,意见,回复 {count},
suggestion.entry.score,意见,认同 {score},
suggestion.error.description-required,意见,请输入建议描述,
suggestion.error.reply-disabled,意见,天道执掌尚未回音，且候。,
